"msg_timestamp","mmsi","latitude","longitude","speed","course","heading","collection_type","ship_type","stratum_hour"
"2024-01-24T01:02:12+00:00",271000733,40.8743033333333,29.23594,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:05:29+00:00",271000906,41.0019516666667,28.9543316666667,0,0,511,"dynamic_classA","Other",1
"2024-01-24T01:08:09+00:00",412000000,21.774695,112.973585,2.6,143.9,511,"dynamic_classB","Other",1
"2024-01-24T01:05:32+00:00",271000906,41.0019516666667,28.9543316666667,0,0,511,"dynamic_classA","Other",1
"2024-01-24T01:01:50+00:00",413874936,32.31194,119.702573333333,2.5,334.5,511,"dynamic_classB","Other",1
"2024-01-24T01:07:11+00:00",271000734,40.6613066666667,29.278965,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:11:20+00:00",271002467,40.951645,29.0914433333333,0,315.4,341,"dynamic_classA","Other",1
"2024-01-24T01:08:05+00:00",412000000,22.0082316666667,114.256246666667,3.3,249.1,244,"dynamic_classB","Other",1
"2024-01-24T01:07:52+00:00",412000000,31.9429666666667,120.264266666667,15.7,252.9,511,"dynamic_classB","Other",1
"2024-01-24T01:07:36+00:00",525330041,-9.29110333333333,139.856975,0.6,253.5,511,"satellite","Other",1
"2024-01-24T01:12:20+00:00",412000000,9.47575,-13.7303166666667,0.3,227.5,511,"dynamic_classB","Other",1
"2024-01-24T01:04:15+00:00",419801737,8.746605,78.2182616666667,7,52.7,511,"dynamic_classB","Other",1
"2024-01-24T01:04:09+00:00",271002326,41.002145,28.9548016666667,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:10:46+00:00",413866738,31.591445,121.258326666667,0,46.9,511,"dynamic_classB","Other",1
"2024-01-24T01:11:07+00:00",271000734,40.6613216666667,29.2789733333333,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:10:04+00:00",271002342,40.9518916666667,29.0923316666667,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:08:02+00:00",271002469,40.3571616666667,28.9282183333333,0,16.8,511,"dynamic_classB","Other",1
"2024-01-24T01:11:56+00:00",413907449,22.6025233333333,113.809778333333,0.3,315,511,"dynamic_classB","Other",1
"2024-01-24T01:01:59+00:00",271000733,40.8743033333333,29.23594,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:06:40+00:00",271002467,40.9515783333333,29.09145,0,315.4,341,"dynamic_classA","Other",1
"2024-01-24T01:08:17+00:00",271000906,41.0019533333333,28.9543316666667,0,0,511,"dynamic_classA","Other",1
"2024-01-24T01:08:43+00:00",657194500,3.169705,6.58799166666667,0.8,42.6,511,"dynamic_classA","Other",1
"2024-01-24T01:08:06+00:00",412000000,21.774695,112.973585,2.6,143.9,511,"dynamic_classB","Other",1
"2024-01-24T01:04:59+00:00",271000733,40.8742933333333,29.2359566666667,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:03:21+00:00",271002466,40.3531966666667,27.96726,0,113.7,34,"dynamic_classA","Other",1
"2024-01-24T01:07:54+00:00",412000000,22.2838866666667,114.23328,0.1,338.4,511,"dynamic_classB","Other",1
"2024-01-24T01:02:20+00:00",271000733,40.8743033333333,29.23594,0,0,511,"dynamic_classB","Other",1
"2024-01-24T01:01:55+00:00",235075026,57.6817,-2.95128333333333,0.1,350,511,"dynamic_classA","Special Craft",1
"2024-01-24T01:02:00+00:00",511100965,6.14323833333333,1.289405,0,357.7,186,"dynamic_classA","Special Craft",1
"2024-01-24T01:05:07+00:00",511100965,6.14319333333333,1.28938,0,244.6,188,"dynamic_classA","Special Craft",1
"2024-01-24T01:02:06+00:00",511100965,6.14323833333333,1.289405,0,357.7,186,"dynamic_classA","Special Craft",1
"2024-01-24T01:01:29+00:00",657127100,4.27593666666667,7.74805,9.1,354,355,"dynamic_classA","Special Craft",1
"2024-01-24T01:02:07+00:00",511100965,6.14323833333333,1.289405,0,357.7,186,"dynamic_classA","Special Craft",1
"2024-01-24T01:05:45+00:00",657127100,4.27895333333333,7.75191666666667,10.1,143,141,"dynamic_classA","Special Craft",1
"2024-01-24T01:03:11+00:00",511100965,6.14323833333333,1.289405,0,357.7,186,"dynamic_classA","Special Craft",1
"2024-01-24T01:09:17+00:00",511100965,6.14320333333333,1.28939666666667,0,186.8,185,"dynamic_classA","Special Craft",1
"2024-01-24T01:05:15+00:00",511100965,6.14319333333333,1.28938,0,244.6,188,"dynamic_classA","Special Craft",1
"2024-01-24T01:04:46+00:00",657127100,4.28126,7.74689166666667,10.7,3,13,"dynamic_classA","Special Craft",1
"2024-01-24T01:11:36+00:00",477004878,34.93473,124.004545,0.6,53.7,53,"dynamic_classB","Unknown",1
"2024-01-24T01:00:00+00:00",6010034,-32.8318333333333,17.8765,NA,NA,NA,"dynamic_classA","Unknown",1
"2024-01-24T02:12:22+00:00",413100705,29.958835,123.969971666667,9.6,53.8,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:54+00:00",563068050,1.22487666666667,103.622576666667,0,107.2,107,"dynamic_classB","Cargo",2
"2024-01-24T02:11:51+00:00",413789592,31.5841133333333,121.306753333333,6.4,323.4,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:30+00:00",563064060,1.27219,103.867781666667,16.8,238.3,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",413863839,31.6862266666667,121.17628,6,305.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:32+00:00",412471840,22.5803716666667,113.714445,5.1,162.6,162,"dynamic_classB","Cargo",2
"2024-01-24T02:12:03+00:00",413865425,32.0659183333333,120.456775,5,238.3,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:55+00:00",422117720,25.3605966666667,55.237035,0,187.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:33+00:00",413827406,31.7638083333333,121.184763333333,0,360,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:07+00:00",512001028,-36.8193166666667,175.00709,13.4,256.2,226,"satellite","Cargo",2
"2024-01-24T02:12:31+00:00",413766126,31.9533666666667,120.316616666667,0,357.9,357,"dynamic_classB","Cargo",2
"2024-01-24T02:12:22+00:00",311001121,30.24964,122.250005,0,70.8,183,"dynamic_classA","Cargo",2
"2024-01-24T02:11:56+00:00",413865686,31.5436333333333,121.35792,6.2,319.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:27+00:00",413870187,31.97765,120.000053333333,5.9,128.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:09+00:00",419950017,23.25056,59.251775,7.8,138.8,138,"dynamic_classB","Cargo",2
"2024-01-24T02:12:05+00:00",563068050,1.22487666666667,103.622576666667,0,107.2,107,"dynamic_classB","Cargo",2
"2024-01-24T02:12:10+00:00",419089300,18.9806866666667,72.89543,0,14.8,14,"dynamic_classB","Cargo",2
"2024-01-24T02:11:59+00:00",413801418,31.9458333333333,120.155251666667,0,360,511,"dynamic_classA","Cargo",2
"2024-01-24T02:11:53+00:00",413442910,30.5826366666667,122.086441666667,0,0,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:34+00:00",244780851,52.3909566666667,4.886585,0,0,511,"dynamic_classA","Cargo",2
"2024-01-24T02:12:18+00:00",311001121,30.24964,122.250005,0,70.8,183,"dynamic_classA","Cargo",2
"2024-01-24T02:12:18+00:00",413853485,31.644365,121.239108333333,6.5,310,0,"dynamic_classB","Cargo",2
"2024-01-24T02:12:01+00:00",413964335,31.6855183333333,121.166986666667,5.5,122.8,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:57+00:00",413821946,31.9313383333333,120.154068333333,6.3,360,511,"dynamic_classA","Cargo",2
"2024-01-24T02:12:21+00:00",563068050,1.22487666666667,103.622576666667,0,107.2,107,"dynamic_classB","Cargo",2
"2024-01-24T02:12:18+00:00",413996042,32.0645433333333,120.532266666667,4,316.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:06+00:00",413830579,31.76143,121.081426666667,5.3,305.4,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:10+00:00",413877016,31.93974,120.182593333333,0,24.2,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:13+00:00",457075000,1.30977166666667,103.726488333333,0,286.7,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:04+00:00",413809984,31.92357,120.167796666667,0,124.5,124,"dynamic_classB","Cargo",2
"2024-01-24T02:11:56+00:00",613606500,28.185325,51.0617333333333,8.8,335.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:17+00:00",525020374,-6.11693166666667,106.80915,0,308.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:51+00:00",413873205,31.9381433333333,120.19812,0,117.3,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:16+00:00",413846084,31.5575833333333,121.336516666667,6.7,311.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:06+00:00",413793987,31.3149383333333,121.557756666667,3.9,181.5,181,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",413863894,32.0143266666667,120.36752,0,357.1,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:15+00:00",413975709,31.9564833333333,120.060016666667,5.9,109.5,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:05+00:00",413786332,32.0370766666667,120.521666666667,0,316.6,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:12+00:00",413782707,32.2553816666667,119.692188333333,5.8,28,28,"dynamic_classB","Cargo",2
"2024-01-24T02:12:08+00:00",413847837,31.9899,119.937085,2.3,275.4,0,"dynamic_classB","Cargo",2
"2024-01-24T02:11:57+00:00",413765779,31.9213266666667,120.41364,0,0,1,"dynamic_classB","Cargo",2
"2024-01-24T02:12:35+00:00",563062310,1.29340833333333,103.751783333333,0.9,329.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:11:57+00:00",413876561,31.3356666666667,121.656226666667,0,133.1,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",563068050,1.22487666666667,103.622576666667,0,107.2,107,"dynamic_classB","Cargo",2
"2024-01-24T02:12:36+00:00",413868959,31.3545433333333,121.514626666667,0,76.4,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:00+00:00",413873479,23.1110433333333,113.389186666667,24,102.5,102,"dynamic_classB","Cargo",2
"2024-01-24T02:12:00+00:00",413463370,21.0942633333333,110.519913333333,0.2,94.2,94,"dynamic_classB","Cargo",2
"2024-01-24T02:12:02+00:00",413793987,31.3149383333333,121.557756666667,3.9,181.5,181,"dynamic_classB","Cargo",2
"2024-01-24T02:12:29+00:00",413998179,31.93375,120.863266666667,7.9,162.9,511,"dynamic_classB","Cargo",2
"2024-01-24T02:12:33+00:00",413980777,32.0684366666667,120.48248,0.1,161.9,511,"dynamic_classB","Cargo",2
