"start_time","end_time","duration_minutes","latitude","longitude","n_observations"
2021-01-18,2021-01-18,0,47.8825969444444,17.5411163888889,6
2021-01-18,2021-01-18,0,48.176173125,16.4788895833333,8
2021-01-18,2021-01-18,0,48.2436615277778,16.3857255555556,12
2021-01-19,2021-01-19,0,48.2502469047619,14.4317211904762,7
2021-01-19,2021-01-19,0,48.2780675925926,14.3494268888889,45
